"Region","Year","Emigrations","Immigrations"
"Lazio",2010,0.0889183626038021,0.127957699981835
"Lazio",2011,0.0871389522934019,0.126258887666936
"Lazio",2012,0.111118563834778,0.157564809856243
"Lazio",2013,0.0921527994472037,0.120478681628608
"Lazio",2014,0.090342778725549,0.115005446408995
"Lazio",2015,0.0886431597840101,0.10955736558641
"Lazio",2016,0.0929485822114627,0.110845979906649
"Lazio",2017,0.0901887257771438,0.107118833575911
"Lazio",2018,0.092194341917007,0.106073384054254
"Lazio",2019,0.100175712219967,0.113129638341848
"Lazio",2020,0.0867348888927498,0.0945337665270949
"Lazio",2021,0.0938541975872884,0.107643813284206
"Liguria",2002,0.103854913409657,0.121732163510284
"Liguria",2003,0.0994150592433457,0.136830096805687
"Liguria",2004,0.105524155863972,0.14181739578234
"Liguria",2005,0.102529841270444,0.127484716372698
"Liguria",2006,0.107680435195142,0.131724966791068
"Liguria",2007,0.109614413839958,0.1396862629
"Liguria",2008,0.109962493266281,0.150772143592879
"Liguria",2009,0.104610511246055,0.13747623917947
"Liguria",2010,0.116291358604921,0.151463648033316
"Liguria",2011,0.110332018287158,0.139952894430655
"Liguria",2012,0.131200883468671,0.152278856119379
"Liguria",2013,0.120338532446473,0.134003056720691
"Liguria",2014,0.113193387170463,0.123446993713939
"Liguria",2015,0.111852287490912,0.124152318011606
"Liguria",2016,0.112977630442012,0.135083986950342
"Liguria",2017,0.113861280834664,0.135775977372389
"Liguria",2018,0.115807493929775,0.140892781962984
"Liguria",2019,0.123353207478245,0.146369815653172
"Liguria",2020,0.114001204071809,0.129541337831333
"Liguria",2021,0.123453814467614,0.150261936983658
"Lombardia",2002,0.121444880615911,0.147698189122782
"Lombardia",2003,0.119114386837248,0.160499961738746
"Lombardia",2004,0.131942864561741,0.181388109076349
"Lombardia",2005,0.128656476163287,0.161146945080208
"Lombardia",2006,0.140078565104233,0.168722355028003
"Lombardia",2007,0.136149755379317,0.175081251303472
"Lombardia",2008,0.130594694371208,0.169507948377495
"Lombardia",2009,0.118549899602283,0.154637891402199
"Lombardia",2010,0.124546590319911,0.166832426565676
"Lombardia",2011,0.126422708211982,0.163367898566331
"Lombardia",2012,0.142034699583967,0.170794630645099
"Lombardia",2013,0.129578809138833,0.154924186090445
"Lombardia",2014,0.126224285781472,0.146208235055619
"Lombardia",2015,0.125370463141837,0.142974286997518
"Lombardia",2016,0.130117677987341,0.14952773258722
"Lombardia",2017,0.130479972807562,0.155774998021648
"Lombardia",2018,0.132817767805665,0.161159119259691
"Lombardia",2019,0.146878886102685,0.177522889453855
"Lombardia",2020,0.133255388476727,0.148366279395612
"Lombardia",2021,0.147103346833569,0.167331459610397
"Marche",2002,0.0785103752340181,0.119917738454245
"Marche",2003,0.0834981694989345,0.143813179607672
"Marche",2004,0.0941477991625245,0.140318327101554
"Marche",2005,0.0968667265419733,0.136238424274816
"Marche",2006,0.0978193490739341,0.130190539792834
"Marche",2007,0.0966510851264041,0.15467303633136
"Marche",2008,0.101666979178823,0.153459640694065
"Marche",2009,0.101256509309952,0.133412143618119
"Marche",2010,0.101723558313938,0.1298202741143
"Marche",2011,0.101208299346419,0.123982973846424
"Marche",2012,0.114947645499061,0.131897213566364
"Marche",2013,0.103761887207831,0.109787660762483
"Marche",2014,0.0995509455442413,0.107833734973972
"Marche",2015,0.0990446150352973,0.107175963810646
"Marche",2016,0.102781905330198,0.11048190312017
"Marche",2017,0.104952820954544,0.117823629980554
"Marche",2018,0.106360940058218,0.117658620574436
"Marche",2019,0.118361845952269,0.12698239384972
"Marche",2020,0.106181644136997,0.113665090647543
"Marche",2021,0.10957953219653,0.126942617851927
"Molise",2002,0.0774102876417127,0.0888534932383897
"Molise",2003,0.0782131274950762,0.0892562293019873
"Molise",2004,0.0833752134324305,0.086815104304858
"Molise",2005,0.0833333333333333,0.084240354301156
"Molise",2006,0.084245035358547,0.0893384246291435
"Molise",2007,0.0849002795135771,0.100889590561454
"Molise",2008,0.0858095367015366,0.0998183575365882
"Molise",2009,0.0900398004301726,0.0977980459313364
"Molise",2010,0.0862065145486945,0.0928723582716917
"Molise",2011,0.0891695466558244,0.0984956291929254
"Molise",2012,0.11183883586692,0.113616381452363
"Molise",2013,0.0961302838472534,0.0957282519910149
"Molise",2014,0.094580644748911,0.0895310597417041
"Molise",2015,0.0970462238036211,0.100052023455514
"Molise",2016,0.108307045215563,0.106513647242489
"Molise",2017,0.10621271076524,0.111887159533074
"Molise",2018,0.116699938675122,0.112713821583748
"Molise",2019,0.130142532670595,0.114197307350472
"Molise",2020,0.116386481917768,0.0977385563497451
"Molise",2021,0.123291674312082,0.11358709317893
"Piemonte",2002,0.125500210552502,0.140232713924428
"Piemonte",2003,0.121345746013746,0.163102829043323
"Piemonte",2004,0.130803393094112,0.15688014093611
"Piemonte",2005,0.127303018378401,0.146247647909224
"Piemonte",2006,0.130952843708735,0.148382653240548
"Piemonte",2007,0.136646897435171,0.189193356832229
"Piemonte",2008,0.131260249185859,0.170458344394672
"Piemonte",2009,0.128577775448781,0.158209295278542
"Piemonte",2010,0.129684576328639,0.1584679291853
"Piemonte",2011,0.129764376190095,0.15394590702505
"Piemonte",2012,0.147116937926007,0.170991080535553
"Piemonte",2013,0.132742978921853,0.147022831495932
"Piemonte",2014,0.129792776351731,0.139932738042997
"Piemonte",2015,0.128427849999614,0.139772302513284
"Piemonte",2016,0.132293362614062,0.147804424315717
"Piemonte",2017,0.133238359965843,0.151918336937928
"Piemonte",2018,0.133044561141596,0.147853139983784
"Piemonte",2019,0.144532887920131,0.1645653929189
"Piemonte",2020,0.132489271590829,0.144598149432051
"Piemonte",2021,0.139520859332693,0.154538596402995
"Puglia",2002,0.0728655301796158,0.0589012742576282
"Puglia",2003,0.0715458174714598,0.0634635599050263
"Puglia",2004,0.0698877601372644,0.0594229115843722
"Puglia",2005,0.0690032182299834,0.0584859201203106
"Puglia",2006,0.0703387949025354,0.0575798390637874
"Puglia",2007,0.0694866713987145,0.0668332741827359
"Puglia",2008,0.071432711967153,0.0660476257379808
"Puglia",2009,0.0661951315993607,0.062804569146862
"Puglia",2010,0.0673893691393705,0.0682802985053462
"Puglia",2011,0.0708345462870451,0.064933861717913
"Puglia",2012,0.0819986950365811,0.0724296132613922
"Puglia",2013,0.0737078080346557,0.0666211957863651
"Puglia",2014,0.0711214020934879,0.0640705205861609
"Puglia",2015,0.0705156365478141,0.0633721272207181
"Puglia",2016,0.0735780163635847,0.0657822532881111
"Puglia",2017,0.0761667238641901,0.0695097770489408
"Puglia",2018,0.0774622928562752,0.0681195491288854
"Puglia",2019,0.0876980365878444,0.0740782104917888
"Puglia",2020,0.0765961644750405,0.0694214081635492
"Puglia",2021,0.0797615116464406,0.078385734626035
"Sardegna",2002,0.079589988736224,0.0790206649799632
"Sardegna",2003,0.0808304479612863,0.0858804362278144
"Sardegna",2004,0.0799670637491413,0.0835543255440079
"Sardegna",2005,0.0805602171103897,0.0861760675367693
"Sardegna",2006,0.0836754676580941,0.0905648965915008
"Sardegna",2007,0.0837027677760655,0.0983413793355292
"Sardegna",2008,0.0892558054355881,0.100650189380847
"Sardegna",2009,0.0875575953237769,0.0941160671671721
"Sardegna",2010,0.087916207850102,0.0984803269736973
"Sardegna",2011,0.0894196455802004,0.0937497924005621
"Sardegna",2012,0.104722493609066,0.108217190841041
"Sardegna",2013,0.0923701017114282,0.0950849851594027
"Sardegna",2014,0.0887972851292081,0.0886677865670052
"Sardegna",2015,0.0863741188202169,0.087237860008419
"Sardegna",2016,0.0895371179890069,0.0906841555392659
"Sardegna",2017,0.0911696263346609,0.096025326864768
"Sardegna",2018,0.0917892878163626,0.0917696684324112
"Sardegna",2019,0.101109750181383,0.0968181983495833
"Sardegna",2020,0.091326682886361,0.089053195509366
"Sardegna",2021,0.0956879180701918,0.0987255698584442
"Sicilia",2002,0.0888324576742403,0.0724666448976568
"Sicilia",2003,0.0860230515629185,0.0780027349311937
"Sicilia",2004,0.0903321755633856,0.0798441340403854
"Sicilia",2005,0.0853278119465516,0.0779443880221158
"Sicilia",2006,0.0875776523199579,0.0780911819100322
"Sicilia",2007,0.0882950614911606,0.0918095855751986
"Sicilia",2008,0.0895337009860115,0.090811221607164
"Sicilia",2009,0.0825621154676319,0.0853207712470158
"Sicilia",2010,0.0846308865206397,0.0886490901647388
"Sicilia",2011,0.0837129176465101,0.0825483715526609
"Sicilia",2012,0.102781815531023,0.0976810104256347
"Sicilia",2013,0.0902864130886468,0.086640256137282
"Sicilia",2014,0.0886600179223342,0.0830306278330914
"Sicilia",2015,0.0877475455753534,0.0798855907782126
"Sicilia",2016,0.0930581088641995,0.0812405083526497
"Sicilia",2017,0.0945603567769541,0.0810643042246731
"Sicilia",2018,0.0994672804838667,0.0844366907936323
"Sicilia",2019,0.109539929119569,0.0885426810535417
"Sicilia",2020,0.0955270353148223,0.0825698573828429
"Sicilia",2021,0.0967688346723683,0.0890087417415833
"Toscana",2002,0.0941593988641108,0.124303072582192
"Toscana",2003,0.0936551187453978,0.142912890629336
"Toscana",2004,0.102236859890853,0.145474483678376
"Toscana",2005,0.102997902637396,0.137961591802551
"Toscana",2006,0.105147305183927,0.137267593750035
"Toscana",2007,0.104876792449695,0.159103622839229
"Toscana",2008,0.10254666753603,0.148719159756966
"Toscana",2009,0.10368190799601,0.145814611759583
"Toscana",2010,0.103483199661576,0.145820743151661
"Toscana",2011,0.107769097350348,0.141726442819522
"Toscana",2012,0.125379834392874,0.159612806629642
"Toscana",2013,0.110647764400352,0.135109122736065
"Toscana",2014,0.107148665983138,0.128723366467314
"Toscana",2015,0.105167524105092,0.126293779907377
"Toscana",2016,0.11052264075298,0.135694239675485
"Toscana",2017,0.110293704692681,0.135908320302811
"Toscana",2018,0.113389158760878,0.134152898884928
"Toscana",2019,0.124960588629587,0.152770494385416
"Toscana",2020,0.114519621237869,0.132842435657695
"Toscana",2021,0.120922914864204,0.142327434119579
"Trentino Alto Adige / Südtirol",2002,0.0908736806032987,0.116470881215452
"Trentino Alto Adige / Südtirol",2003,0.0971281851205509,0.134430672058459
"Trentino Alto Adige / Südtirol",2004,0.102712470603947,0.141336850078563
"Trentino Alto Adige / Südtirol",2005,0.104163659533403,0.140834876422288
"Trentino Alto Adige / Südtirol",2006,0.109397366635548,0.143391336730894
"Trentino Alto Adige / Südtirol",2007,0.111186361182823,0.158502932394212
"Trentino Alto Adige / Südtirol",2008,0.110016579344791,0.153035038214342
"Trentino Alto Adige / Südtirol",2009,0.10937885635646,0.14627153883061
"Trentino Alto Adige / Südtirol",2010,0.107827836329638,0.142732594832976
"Trentino Alto Adige / Südtirol",2011,0.112517580872011,0.145189611342611
"Trentino Alto Adige / Südtirol",2012,0.123757875505551,0.153708658115085
"Trentino Alto Adige / Südtirol",2013,0.113821869491911,0.139864542884865
"Trentino Alto Adige / Südtirol",2014,0.114158688160638,0.133774693452398
"Trentino Alto Adige / Südtirol",2015,0.117805453984257,0.138879473424088
"Trentino Alto Adige / Südtirol",2016,0.120449344901936,0.140465103112482
"Trentino Alto Adige / Südtirol",2017,0.122635922138429,0.15031765460162
"Trentino Alto Adige / Südtirol",2018,0.125095205747339,0.155164315295236
"Trentino Alto Adige / Südtirol",2019,0.133621468221676,0.156544392449401
"Trentino Alto Adige / Südtirol",2020,0.12070655959869,0.14033053542955
"Trentino Alto Adige / Südtirol",2021,0.129073289028278,0.147099838637499
"Umbria",2002,0.070926775892788,0.107693760167325
"Umbria",2003,0.0740105134450788,0.13366131687639
"Umbria",2004,0.0813267932938064,0.129405349796683
"Umbria",2005,0.0828149602129507,0.128064638362671
"Umbria",2006,0.0853855099905909,0.117666310172929
"Umbria",2007,0.0902321476187316,0.157746734714552
"Umbria",2008,0.0882042702614507,0.146055718845729
"Umbria",2009,0.0931267336637715,0.140018643990723
"Umbria",2010,0.0920743510554989,0.136423270809108
"Umbria",2011,0.0939052223284052,0.121785372983304
"Umbria",2012,0.109835165267119,0.133361485253373
"Umbria",2013,0.0985122241364246,0.108378456485748
"Umbria",2014,0.0934178829928069,0.0998678397801141
"Umbria",2015,0.095525325119781,0.103241291112792
"Umbria",2016,0.0976708306375355,0.106228763522348
"Umbria",2017,0.0978919218335694,0.109360811448912
"Umbria",2018,0.0993888031288899,0.111706296913667
"Umbria",2019,0.109453112124375,0.122246333022029
"Umbria",2020,0.0995972028293485,0.109634379686611
"Umbria",2021,0.102184754324908,0.116017988288201
"Valle d'Aosta / Vallée d'Aoste",2002,0.315449906574945,0.352786412729268
"Valle d'Aosta / Vallée d'Aoste",2003,0.303630911341302,0.385768754724504
"Valle d'Aosta / Vallée d'Aoste",2004,0.327055188508694,0.394898596456628
"Valle d'Aosta / Vallée d'Aoste",2005,0.323846285393204,0.393423399213349
"Valle d'Aosta / Vallée d'Aoste",2006,0.338568625392647,0.372128327909625
"Valle d'Aosta / Vallée d'Aoste",2007,0.379184184344812,0.423312686543214
"Valle d'Aosta / Vallée d'Aoste",2008,0.35483614254564,0.393608047239332
"Valle d'Aosta / Vallée d'Aoste",2009,0.403936292139272,0.423538710824803
"Valle d'Aosta / Vallée d'Aoste",2010,0.371653394456391,0.401931362587333
"Valle d'Aosta / Vallée d'Aoste",2011,0.341541292773273,0.377214851399495
"Valle d'Aosta / Vallée d'Aoste",2012,0.385153764581124,0.444224500216017
"Valle d'Aosta / Vallée d'Aoste",2013,0.348821033051715,0.394213409820947
"Valle d'Aosta / Vallée d'Aoste",2014,0.351483488635034,0.363866037662287
"Valle d'Aosta / Vallée d'Aoste",2015,0.348076141655987,0.34094958272122
"Valle d'Aosta / Vallée d'Aoste",2016,0.341651578367315,0.36095410532945
"Valle d'Aosta / Vallée d'Aoste",2017,0.339951214506185,0.364928124284598
"Valle d'Aosta / Vallée d'Aoste",2018,0.364811865655677,0.385411962317669
"Valle d'Aosta / Vallée d'Aoste",2019,0.351857894359864,0.377770526768163
"Valle d'Aosta / Vallée d'Aoste",2020,0.321224626901483,0.342146936033399
"Valle d'Aosta / Vallée d'Aoste",2021,0.352682348959215,0.370637203942332
"Veneto",2002,0.104627198654298,0.133740200932106
"Veneto",2003,0.109854024917529,0.160429905505567
"Veneto",2004,0.119186767832856,0.160647512067622
"Veneto",2005,0.119768535769703,0.150910365793399
"Veneto",2006,0.124951377647476,0.152466533383385
"Veneto",2007,0.125212080009841,0.174376029541498
"Veneto",2008,0.118214068125058,0.163733079347181
"Veneto",2009,0.117644945987471,0.146285385890624
"Veneto",2010,0.118819617335462,0.147095883267823
"Veneto",2011,0.121113876817104,0.144449777297593
"Veneto",2012,0.131323700803384,0.146677284602138
"Veneto",2013,0.117445268356179,0.127400760800708
"Veneto",2014,0.115891434311676,0.12515043687848
"Veneto",2015,0.115707404949197,0.124587012772977
"Veneto",2016,0.120449478269546,0.131839788919587
"Veneto",2017,0.12310876109607,0.140632714314471
"Veneto",2018,0.12629544825009,0.148263775636476
"Veneto",2019,0.136149400461451,0.156409442757734
"Veneto",2020,0.125914583595077,0.138526250462941
"Veneto",2021,0.130519135164883,0.148749340326048
